Wall time,Step,Value
1619407800.1636767,797900,304.0
1619407831.3208675,798100,364.0
1619408079.9204066,799700,372.0
1619408173.2845805,800300,490.0
1619408188.6433377,800400,500.0
1619408313.0235639,801200,496.0
1619408443.8822296,801800,672.0
1619408646.695661,803100,268.0
1619408755.5756135,803800,718.0
1619408910.9696183,804800,468.0
1619409315.4101977,807400,246.0
1619409672.8401494,809700,226.0
1619409781.922359,810400,406.0
1619409875.4381652,811000,566.0
1619409921.9308083,811300,496.0
1619410404.417034,814400,596.0
1619410420.0188136,814500,596.0
1619410669.2340138,816100,886.0
1619410684.9806485,816200,886.0
1619410840.6050894,817200,604.0
1619410887.1731298,817500,490.0
1619410918.2997231,817700,574.0
1619411089.1949887,818800,236.0
1619411182.7430134,819400,278.0
1619411229.3248825,819700,316.0
1619411291.7704687,820100,470.0
1619411540.9501252,821700,460.0
1619411571.9046583,821900,386.0
1619411587.5667553,822000,386.0
1619411649.76291,822400,364.0
1619411696.437985,822700,290.0
1619411727.4684894,822900,326.0
1619411945.2300487,824300,316.0
1619412007.3441503,824700,372.0
1619412178.704876,825800,856.0
1619412225.2702723,826100,716.0
1619412536.3214746,828100,446.0
1619412660.8933315,828900,438.0
1619412816.135065,829900,354.0
1619412831.7638702,830000,354.0
1619413002.5941582,831100,290.0
1619413359.809838,833400,546.0
1619413437.62742,833900,610.0
1619413702.620628,835600,470.0
1619414061.310062,837900,848.0
1619414092.389148,838100,830.0
1619414388.3797615,840000,330.0
1619414404.0473247,840100,330.0
1619414466.0912743,840500,496.0
1619414528.1211503,840900,548.0
1619414808.1163125,842700,372.0
1619414901.311523,843300,374.0
1619414916.9533248,843400,374.0
1619415570.6066911,847600,348.0
1619415695.303604,848400,392.0
1619415819.7117176,849200,300.0
1619415835.4388866,849300,300.0
1619416100.1151822,851000,470.0
1619416264.4850307,851800,660.0
1619416342.3000927,852300,702.0
1619416404.8170197,852700,670.0
1619416576.1860833,853800,544.0
1619416763.0254614,855000,242.0
1619416809.8448727,855300,320.0
1619416841.1098762,855500,320.0
1619416903.2801805,855900,524.0
1619417027.8115165,856700,552.0
1619417636.0673578,860600,414.0
1619417963.411585,862700,598.0
1619418056.937769,863300,596.0
1619418072.4165003,863400,596.0
1619418103.4647977,863600,632.0
1619418337.3337011,865100,530.0
1619418446.5154238,865800,590.0
1619418805.0563867,868100,324.0
1619418836.1857147,868300,280.0
1619418867.3426795,868500,280.0
1619419039.0672777,869600,474.0
1619419085.9689538,869900,564.0
1619419350.586635,871600,612.0
1619419444.1034863,872200,530.0
1619419647.0043025,873500,568.0
1619419958.4621005,875500,1022.0
1619420098.6383388,876400,546.0
1619420316.7126675,877800,266.0
1619420347.9238796,878000,228.0
1619420379.1441805,878200,304.0
1619420519.1274414,879100,452.0
1619420659.8582945,880000,452.0
1619420784.1874835,880800,488.0
1619421096.7681177,882800,462.0
1619421127.9687505,883000,450.0
1619421174.6154585,883300,468.0
1619421205.763592,883500,468.0
1619421299.2142563,884100,748.0
1619421485.9240189,885300,1108.0
1619421501.4616828,885400,1196.0
1619421610.4482963,886100,530.0
1619421657.3181996,886400,518.0
1619421735.1005955,886900,530.0
1619421844.178697,887600,618.0
1619421875.4330077,887800,618.0
1619422342.479399,890800,456.0
1619422670.216188,892900,570.0
1619422841.6662126,894000,618.0
1619422888.358624,894300,616.0
1619422966.357446,894800,822.0
1619423090.7024744,895600,602.0
1619423215.4715633,896400,530.0
1619423277.6862583,896800,440.0
1619423293.4778156,896900,440.0
1619423324.7408688,897100,394.0
1619423371.4459743,897400,358.0
1619423480.3521006,898100,458.0
1619423542.526379,898500,460.0
1619423604.8220782,898900,486.0
1619423745.164671,899800,448.0
1619423760.7238462,899900,448.0
1619423838.7975552,900400,470.0
1619423901.7868304,900800,434.0
1619423918.7986906,900900,434.0
1619423951.3033705,901100,494.0
